0.000	0	84
82.912	0.1	83
172.390	0.2	81
260.077	0.3	79
346.060	0.5	78
430.477	0.6	76
513.363	0.7	75
594.762	0.8	74
674.723	0.9	72
753.292	1	71
830.515	1.1	70
906.436	1.2	68
981.099	1.3	67
1054.543	1.4	66
1126.808	1.6	65
1197.916	1.7	64
1267.907	1.8	63
1336.826	1.9	62
1404.684	2	61
1471.527	2.1	60
1537.375	2.2	59
1602.262	2.3	58
1666.204	2.4	57
1729.241	2.5	57
1791.385	2.6	56
1852.662	2.7	55
1913.100	2.8	54
1972.719	2.9	53
2031.537	3	53
2089.572	3.1	52
2146.849	3.2	51
2203.384	3.3	51
2259.196	3.4	50
2314.303	3.5	49
2368.722	3.6	49
2422.468	3.7	48
2475.554	3.8	48
2527.999	3.9	47
2579.816	4	46
2631.023	4.1	46
2681.631	4.2	45
2731.649	4.3	45
2781.096	4.4	44
2829.984	4.5	44
2878.319	4.6	43
2926.122	4.7	43
2973.395	4.8	42
3020.158	4.9	42
3066.412	5	41
3112.177	5	41
3157.454	5.1	41
3202.260	5.2	40
3246.602	5.3	40
3290.486	5.4	39
3333.925	5.5	39
3376.928	5.6	39
3419.500	5.7	38
3461.650	5.8	38
3503.388	5.9	38
3544.721	6	37
3585.656	6.1	37
3626.201	6.2	36
3666.362	6.2	36
3706.147	6.3	36
3745.561	6.4	36
3784.613	6.5	35
3823.308	6.6	35
3861.652	6.7	35
3899.653	6.8	34
3937.315	6.9	34
3974.644	7	34
4011.647	7.1	33
4048.329	7.1	33
4084.693	7.2	33
4120.747	7.3	33
4156.496	7.4	32
4191.944	7.5	32
4227.095	7.6	32
4261.957	7.7	32
4296.531	7.7	31
4330.823	7.8	31
4364.839	7.9	31
4398.581	8	31
4432.054	8.1	30
4465.263	8.2	30
4498.211	8.3	30
