0.000	0	40
128.278	0.1	34
246.726	0.3	30
349.623	0.4	26
440.583	0.5	23
521.940	0.7	20
595.489	0.8	19
662.535	0.9	17
724.106	1	16
780.990	1.1	15
833.834	1.2	14
883.151	1.3	13
929.378	1.4	12
972.863	1.5	11
1013.900	1.6	11
1052.747	1.7	10
1089.623	1.8	10
1124.700	1.9	9
1158.151	2	9
1190.115	2.1	9
1220.713	2.2	8
1250.054	2.3	8
1278.239	2.4	8
1305.344	2.4	7
1331.457	2.5	7
1356.637	2.6	7
1380.955	2.7	7
1404.463	2.8	7
1427.211	2.9	6
1449.246	2.9	6
1470.610	3	6
1491.343	3.1	6
1511.481	3.2	6
1531.055	3.2	6
1550.094	3.3	5
1568.629	3.4	5
1586.683	3.5	5
1604.280	3.5	5
1621.443	3.6	5
1638.192	3.7	5
1654.546	3.8	5
1670.522	3.8	5
1686.138	3.9	5
1701.409	4	4
1716.351	4	4
1730.975	4.1	4
1745.295	4.2	4
1759.323	4.2	4
1773.073	4.3	4
1786.551	4.4	4
1799.771	4.4	4
1812.741	4.5	4
1825.470	4.6	4
1837.968	4.6	4
1850.241	4.7	4
1862.298	4.8	4
1874.146	4.8	4
1885.792	4.9	4
1897.243	5	3
1908.505	5	3
1919.584	5.1	3
1930.486	5.1	3
1941.216	5.2	3
1951.779	5.3	3
1962.181	5.3	3
1972.425	5.4	3
1982.518	5.4	3
1992.462	5.5	3
2002.263	5.6	3
2011.924	5.6	3
2021.449	5.7	3
2030.842	5.7	3
2040.107	5.8	3
2049.245	5.8	3
2058.262	5.9	3
2067.161	6	3
2075.943	6	3
2084.612	6.1	3
2093.171	6.1	3
2101.623	6.2	3
2109.970	6.2	3
2118.214	6.3	3
2126.359	6.3	3
2134.406	6.4	3
2142.357	6.5	3
2150.216	6.5	3
2157.982	6.6	3
2165.660	6.6	2
2173.252	6.7	2
2180.757	6.7	2
2188.179	6.8	2
2195.520	6.8	2
2202.781	6.9	2
2209.963	6.9	2
2217.069	7	2
2224.100	7	2
2231.058	7.1	2
2237.943	7.1	2
2244.758	7.2	2
2251.503	7.2	2
2258.181	7.3	2
2264.791	7.3	2
2271.337	7.4	2
2277.818	7.4	2
2284.237	7.5	2
2290.594	7.5	2
2296.890	7.6	2
2303.127	7.6	2
2309.305	7.7	2
2315.425	7.7	2
2321.489	7.8	2
2327.498	7.8	2
2333.453	7.9	2
2339.353	7.9	2
2345.202	8	2
2350.998	8	2
2356.744	8.1	2
2362.439	8.1	2
2368.086	8.2	2
2373.684	8.2	2
2379.234	8.3	2
2384.737	8.3	2
2390.195	8.4	2
2395.607	8.4	2
2400.974	8.5	2
2406.297	8.5	2
2411.577	8.5	2
2416.814	8.6	2
2422.009	8.6	2
2427.163	8.7	2
2432.276	8.7	2
2437.349	8.8	2
2442.382	8.8	2
2447.376	8.9	2
2452.332	8.9	2
2457.249	9	2
2462.130	9	2
2466.973	9	2
2471.781	9.1	2
2476.552	9.1	2
2481.288	9.2	2
2485.989	9.2	2
2490.656	9.3	2
2495.288	9.3	2
2499.887	9.4	2
2504.454	9.4	2
2508.987	9.4	2
2513.489	9.5	2
2517.959	9.5	2
2522.397	9.6	2
2526.804	9.6	2
2531.181	9.7	2
2535.527	9.7	2
2539.844	9.7	2
2544.131	9.8	2
2548.390	9.8	2
2552.619	9.9	2
2556.820	9.9	2
2560.993	10	2
2565.139	10	2
2569.256	10	2
2573.347	10.1	2
2577.412	10.1	2
2581.449	10.2	2
2585.461	10.2	2
2589.447	10.3	2
2593.407	10.3	2
2597.342	10.3	2
2601.252	10.4	2
2605.138	10.4	2
2608.999	10.5	2
2612.836	10.5	2
2616.649	10.5	2
2620.438	10.6	2
2624.204	10.6	2
2627.947	10.7	2
2631.667	10.7	2
2635.365	10.7	2
2639.040	10.8	2
2642.693	10.8	2
2646.324	10.9	2
2649.933	10.9	1
2653.521	10.9	1
2657.088	11	1
2660.634	11	1
2664.158	11.1	1
2667.663	11.1	1
2671.146	11.1	1
2674.610	11.2	1
