0.000	0	0
0.000	0	0
1.994	0	0
3.426	0	0
4.889	0.1	0
6.258	0.1	0
7.597	0.1	0
8.903	0.1	0
10.150	0.1	0
11.388	0.1	0
12.564	0.1	0
13.721	0.2	0
14.855	0.2	0
15.942	0.2	0
17.014	0.2	0
18.061	0.2	0
19.072	0.2	0
20.068	0.2	0
21.044	0.3	0
21.987	0.3	0
22.915	0.3	0
23.827	0.3	0
24.713	0.3	0
25.581	0.3	0
26.434	0.3	0
27.273	0.3	0
28.089	0.4	0
28.890	0.4	0
29.678	0.4	0
30.453	0.4	0
31.211	0.4	0
31.954	0.4	0
32.685	0.4	0
33.404	0.4	0
34.112	0.4	0
34.806	0.5	0
35.487	0.5	0
36.158	0.5	0
36.818	0.5	0
37.469	0.5	0
38.109	0.5	0
38.740	0.5	0
39.358	0.5	0
39.968	0.6	0
40.569	0.6	0
41.162	0.6	0
41.746	0.6	0
42.322	0.6	0
42.890	0.6	0
43.450	0.6	0
44.002	0.6	0
44.545	0.6	0
45.082	0.7	0
45.611	0.7	0
46.134	0.7	0
46.650	0.7	0
47.159	0.7	0
47.662	0.7	0
48.159	0.7	0
48.649	0.7	0
49.134	0.7	0
49.612	0.7	0
50.085	0.8	0
50.553	0.8	0
51.014	0.8	0
51.471	0.8	0
51.921	0.8	0
52.367	0.8	0
52.808	0.8	0
53.243	0.8	0
53.674	0.8	0
54.101	0.9	0
54.522	0.9	0
54.939	0.9	0
55.352	0.9	0
55.760	0.9	0
56.164	0.9	0
56.564	0.9	0
56.960	0.9	0
57.352	0.9	0
57.740	0.9	0
58.124	0.9	0
58.503	1	0
58.880	1	0
59.252	1	0
59.621	1	0
59.987	1	0
60.348	1	0
60.707	1	0
61.062	1	0
61.414	1	0
61.763	1	0
62.109	1.1	0
62.451	1.1	0
62.790	1.1	0
63.127	1.1	0
63.460	1.1	0
63.791	1.1	0
64.119	1.1	0
64.444	1.1	0
64.765	1.1	0
65.084	1.1	0
65.401	1.1	0
65.715	1.2	0
66.026	1.2	0
66.334	1.2	0
66.641	1.2	0
66.944	1.2	0
67.246	1.2	0
67.545	1.2	0
67.841	1.2	0
68.135	1.2	0
68.426	1.2	0
68.715	1.2	0
69.002	1.3	0
69.287	1.3	0
69.570	1.3	0
69.851	1.3	0
70.130	1.3	0
70.406	1.3	0
70.680	1.3	0
70.952	1.3	0
71.222	1.3	0
71.490	1.3	0
71.757	1.3	0
72.021	1.3	0
72.283	1.4	0
72.543	1.4	0
72.802	1.4	0
73.059	1.4	0
73.314	1.4	0
73.567	1.4	0
73.819	1.4	0
74.068	1.4	0
74.316	1.4	0
74.562	1.4	0
74.806	1.4	0
75.050	1.5	0
75.291	1.5	0
75.530	1.5	0
75.768	1.5	0
76.004	1.5	0
76.239	1.5	0
76.473	1.5	0
76.704	1.5	0
76.934	1.5	0
77.163	1.5	0
77.390	1.5	0
77.616	1.5	0
77.841	1.5	0
78.063	1.6	0
78.285	1.6	0
78.505	1.6	0
78.724	1.6	0
78.941	1.6	0
79.157	1.6	0
79.372	1.6	0
79.585	1.6	0
79.797	1.6	0
80.008	1.6	0
80.217	1.6	0
80.425	1.6	0
80.632	1.7	0
80.838	1.7	0
81.042	1.7	0
81.245	1.7	0
81.447	1.7	0
81.648	1.7	0
81.848	1.7	0
82.046	1.7	0
82.244	1.7	0
82.440	1.7	0
82.635	1.7	0
82.829	1.7	0
83.022	1.7	0
83.213	1.8	0
83.404	1.8	0
83.594	1.8	0
83.782	1.8	0
83.969	1.8	0
84.156	1.8	0
84.341	1.8	0
84.525	1.8	0
84.708	1.8	0
84.891	1.8	0
85.072	1.8	0
85.252	1.8	0
85.431	1.8	0
85.610	1.9	0
85.787	1.9	0
85.963	1.9	0
86.139	1.9	0
86.313	1.9	0
86.487	1.9	0
86.659	1.9	0
86.831	1.9	0
87.002	1.9	0
87.172	1.9	0
87.341	1.9	0
87.509	1.9	0
87.676	1.9	0
87.842	1.9	0
88.008	2	0
88.172	2	0
88.336	2	0
88.499	2	0
88.661	2	0
88.823	2	0
88.983	2	0
89.142	2	0
89.301	2	0
89.460	2	0
89.617	2	0
89.773	2	0
89.929	2	0
90.084	2	0
90.238	2.1	0
90.391	2.1	0
90.544	2.1	0
90.695	2.1	0
90.846	2.1	0
90.997	2.1	0
91.146	2.1	0
91.295	2.1	0
91.443	2.1	0
91.591	2.1	0
91.737	2.1	0
91.883	2.1	0
92.029	2.1	0
92.173	2.1	0
92.317	2.1	0
92.460	2.2	0
92.603	2.2	0
92.745	2.2	0
92.886	2.2	0
93.026	2.2	0
93.166	2.2	0
93.305	2.2	0
93.444	2.2	0
93.582	2.2	0
93.719	2.2	0
93.856	2.2	0
93.991	2.2	0
94.127	2.2	0
94.261	2.2	0
94.395	2.2	0
94.529	2.3	0
94.662	2.3	0
94.794	2.3	0
94.925	2.3	0
95.056	2.3	0
95.187	2.3	0
95.316	2.3	0
95.446	2.3	0
95.574	2.3	0
95.702	2.3	0
95.830	2.3	0
95.957	2.3	0
96.083	2.3	0
96.209	2.3	0
96.334	2.3	0
96.458	2.4	0
96.582	2.4	0
96.706	2.4	0
96.829	2.4	0
96.951	2.4	0
97.073	2.4	0
97.194	2.4	0
97.315	2.4	0
97.435	2.4	0
97.555	2.4	0
97.674	2.4	0
97.793	2.4	0
97.911	2.4	0
98.028	2.4	0
98.145	2.4	0
98.262	2.5	0
98.378	2.5	0
98.493	2.5	0
98.608	2.5	0
98.723	2.5	0
98.837	2.5	0
98.950	2.5	0
99.064	2.5	0
99.176	2.5	0
99.288	2.5	0
99.400	2.5	0
99.511	2.5	0
99.621	2.5	0
99.731	2.5	0
99.841	2.5	0
99.950	2.6	0
100.059	2.6	0
100.167	2.6	0
100.275	2.6	0
100.382	2.6	0
100.489	2.6	0
100.596	2.6	0
100.702	2.6	0
100.807	2.6	0
100.912	2.6	0
101.017	2.6	0
101.121	2.6	0
101.225	2.6	0
101.328	2.6	0
101.431	2.6	0
101.533	2.6	0
101.635	2.7	0
101.737	2.7	0
101.838	2.7	0
101.939	2.7	0
102.039	2.7	0
102.139	2.7	0
102.238	2.7	0
102.337	2.7	0
102.436	2.7	0
102.534	2.7	0
102.632	2.7	0
102.729	2.7	0
102.826	2.7	0
102.923	2.7	0
103.019	2.7	0
103.114	2.7	0
103.210	2.8	0
103.305	2.8	0
103.399	2.8	0
103.494	2.8	0
103.587	2.8	0
103.681	2.8	0
103.774	2.8	0
103.866	2.8	0
103.959	2.8	0
104.050	2.8	0
104.142	2.8	0
104.233	2.8	0
104.324	2.8	0
104.414	2.8	0
104.504	2.8	0
104.593	2.8	0
104.683	2.8	0
104.771	2.9	0
104.860	2.9	0
104.948	2.9	0
105.036	2.9	0
105.123	2.9	0
105.210	2.9	0
105.297	2.9	0
105.383	2.9	0
105.469	2.9	0
105.555	2.9	0
105.640	2.9	0
105.725	2.9	0
105.809	2.9	0
105.894	2.9	0
105.977	2.9	0
106.061	2.9	0
106.144	3	0
106.227	3	0
106.309	3	0
106.392	3	0
106.473	3	0
106.555	3	0
106.636	3	0
106.717	3	0
106.797	3	0
106.877	3	0
106.957	3	0
107.036	3	0
107.116	3	0
107.194	3	0
107.273	3	0
107.351	3	0
107.429	3	0
107.507	3.1	0
107.584	3.1	0
107.661	3.1	0
107.737	3.1	0
107.813	3.1	0
107.889	3.1	0
107.965	3.1	0
108.040	3.1	0
108.115	3.1	0
108.190	3.1	0
108.264	3.1	0
108.338	3.1	0
108.412	3.1	0
108.485	3.1	0
108.559	3.1	0
108.632	3.1	0
108.704	3.1	0
108.776	3.1	0
108.848	3.2	0
108.920	3.2	0
108.991	3.2	0
109.062	3.2	0
109.133	3.2	0
109.204	3.2	0
109.274	3.2	0
109.344	3.2	0
109.413	3.2	0
109.483	3.2	0
109.552	3.2	0
109.620	3.2	0
109.689	3.2	0
109.757	3.2	0
