0.000	0	193
100.630	0.1	190
208.644	0.3	187
314.675	0.4	184
419.104	0.5	181
521.877	0.6	178
623.036	0.7	175
722.666	0.9	172
820.800	1	169
917.474	1.1	167
1012.722	1.2	164
1106.586	1.4	161
1199.109	1.5	159
1290.326	1.6	157
1380.264	1.7	155
1468.962	1.8	152
1556.455	1.9	150
1642.772	2.1	148
1727.947	2.2	146
1811.993	2.3	144
1894.950	2.4	142
1976.849	2.5	140
2057.696	2.6	138
2137.539	2.8	137
2216.382	2.9	135
2294.268	3	133
2371.197	3.1	132
2447.209	3.2	130
2522.319	3.3	128
2596.540	3.4	127
2669.902	3.5	125
2742.421	3.7	124
2814.114	3.8	122
2884.995	3.9	121
2955.086	4	120
3024.404	4.1	118
3092.963	4.2	117
3160.781	4.3	116
3227.871	4.4	115
3294.250	4.5	113
3359.931	4.7	112
3424.929	4.8	111
3489.253	4.9	110
3552.920	5	109
3615.944	5.1	108
3678.338	5.2	107
3740.110	5.3	106
3801.272	5.4	105
3861.841	5.5	103
3921.822	5.6	103
3981.228	5.7	102
4040.072	5.8	101
4098.359	5.9	100
4156.105	6	99
4213.314	6.1	98
4270.000	6.2	97
4326.170	6.4	96
4381.833	6.5	95
4437.000	6.6	94
4491.676	6.7	94
